show_id,type,title,date_added,release_year,rating,duration
s1419,Movie,Ye Olden Days,12-Nov-19,1933,TV-Y7,9 min
s1420,Movie,Yellowstone Cubs,12-Nov-19,1963,TV-PG,48 min
s1421,Movie,You Lucky Dog,12-Nov-19,1998,TV-G,88 min
s1422,Movie,You Wish!,12-Nov-19,2003,TV-G,88 min
s1423,Movie,Your Friend the Rat,12-Nov-19,2007,TV-G,13 min
s1424,Movie,Z-O-M-B-I-E-S,12-Nov-19,2018,TV-G,97 min
s1425,Movie,Zapped,12-Nov-19,2014,TV-G,95 min
s1426,Movie,Zenon: Girl of the 21st Century,12-Nov-19,1999,TV-G,97 min
s1427,Movie,Zenon: The Zequel,12-Nov-19,2001,TV-G,89 min
s1428,Movie,Zenon: Z3,12-Nov-19,2004,TV-G,81 min
s1429,Movie,Zootopia,12-Nov-19,2016,PG,109 min
s1430,Movie,Bedknobs and Broomsticks,1-Oct-19,1971,G,118 min
s1431,Movie,Blackbeard's Ghost,1-Oct-19,1968,G,107 min
s1432,Movie,Brave Little Tailor,1-Oct-19,1938,TV-PG,9 min
s1433,Movie,Justin Morgan had a Horse,1-Oct-19,1972,TV-G,88 min
s1434,Movie,Lady and the Tramp II: Scamp's Adventure,1-Oct-19,2001,G,73 min
s1435,TV Show,Smart Guy,1-Oct-19,1996,TV-G,3 Seasons
s1436,Movie,The Cat from Outer Space,1-Oct-19,1978,G,104 min
s1437,Movie,The Great Mouse Detective,1-Oct-19,1986,G,75 min
s1438,Movie,The Sword in the Stone,1-Oct-19,1963,G,80 min
s1439,Movie,Those Calloways,1-Oct-19,1965,PG,132 min
s1440,TV Show,Disney Kirby Buckets,,2014,TV-Y7,3 Seasons
s1441,TV Show,Disney Mech-X4,,2016,TV-Y7,2 Seasons
s1442,TV Show,Imagination Movers,,2008,TV-Y,3 Seasons
s1443,Movie,Tomorrowland,3-Sep-21,2015,PG,131 min
s1444,Movie,Aquamarine,13-Aug-21,2006,PG,104 min
s1445,Movie,Ice Age: Dawn Of The Dinosaurs,4-Jun-21,2009,PG,97 min
s1446,Movie,X-Men Origins: Wolverine,4-Jun-21,2009,PG-13,108 min
s1447,Movie,Night at the Museum: Battle of the Smithsonian,2-Apr-21,2009,PG,106 min
s1448,Movie,Eddie the Eagle,18-Dec-20,2016,PG-13,107 min
s1449,Movie,Bend It Like Beckham,18-Sep-20,2003,PG-13,112 min
s1450,Movie,Captain Sparky vs. The Flying Saucers,1-Apr-20,2012,TV-G,2 min
